,Ngày,Thay đổi (+/-%),Số lệnh mua,Khối lượng đặt mua,KLTB 1 lệnh mua,Số lệnh đặt bán,Khối lượng đặt bán,KLTB 1 lệnh bán,Chênh lệch KL đặt mua - đặt bán
13,28/06/2017,34.4 (0.00 %),1721,4871540,2831,897,2935250,3272,1936290
14,27/06/2017,34.4 (-1.99 %),1981,4472270,2258,1017,4650500,4573,-178230
15,26/06/2017,35.1 (0.00 %),1123,2466410,2196,791,2643930,3343,-177520
16,23/06/2017,35.1 (0.29 %),1189,2284860,1922,814,2331280,2864,-46420
17,22/06/2017,35 (-0.57 %),1703,3441610,2021,1251,3853170,3080,-411560
18,21/06/2017,35.2 (5.71 %),1365,4123160,3021,1276,2907300,2278,1215860
19,20/06/2017,33.3 (0.91 %),1160,3383560,2917,1521,3308970,2176,74590
20,19/06/2017,33 (5.77 %),2074,6801770,3280,1846,5219090,2827,1582680
1,16/06/2017,31.2 (-0.48 %),653,1511800,2315,577,1766040,3061,-254240
2,15/06/2017,31.35 (-0.16 %),1355,2555290,1886,925,2557810,2765,-2520
3,14/06/2017,31.4 (0.32 %),770,2393280,3108,734,2014430,2744,378850
4,13/06/2017,31.3 (1.95 %),886,3346710,3777,572,1956050,3420,1390660
5,12/06/2017,30.7 (-4.06 %),1419,2829560,1994,516,2523190,4890,306370
6,09/06/2017,32 (0.00 %),690,2524210,3658,637,1953050,3066,571160
7,08/06/2017,32 (-1.54 %),1865,4654710,2496,800,4131520,5164,523190
8,07/06/2017,32.5 (0.00 %),934,2418880,2590,779,2512970,3226,-94090
9,06/06/2017,32.5 (0.93 %),622,1916660,3081,878,1951080,2222,-34420
10,05/06/2017,32.2 (-0.31 %),616,1631730,2649,677,1335920,1973,295810
11,02/06/2017,32.3 (0.00 %),576,1630080,2830,982,2179910,2220,-549830
12,01/06/2017,32.3 (5.90 %),973,2340210,2405,631,1502130,2381,838080
13,31/05/2017,30.5 (-2.71 %),1817,4837870,2663,946,4238560,4481,599310
14,30/05/2017,31.35 (-6.97 %),1694,3212940,1897,1276,6316430,4950,-3103490
15,29/05/2017,33.7 (2.12 %),693,1581080,2282,843,2013660,2389,-432580
16,26/05/2017,33 (1.54 %),666,1531050,2299,637,1414820,2221,116230
17,25/05/2017,32.5 (0.31 %),1168,2527980,2164,806,3016100,3742,-488120
18,24/05/2017,32.4 (6.93 %),1102,4056620,3681,1385,3927510,2836,129110
19,23/05/2017,30.3 (1.00 %),726,2640610,3637,973,2819070,2897,-178460
20,22/05/2017,30 (-1.80 %),764,2194780,2873,1065,2902150,2725,-707370
1,19/05/2017,30.55 (4.98 %),1054,2952390,2801,1024,2460140,2402,492250
2,18/05/2017,29.1 (-1.85 %),734,1636820,2230,563,1846490,3280,-209670
3,17/05/2017,29.65 (2.95 %),1345,3937600,2928,973,3661600,3763,276000
4,16/05/2017,28.8 (-4.95 %),2254,5304160,2353,1343,4988660,3715,315500
5,15/05/2017,30.3 (-1.94 %),1799,3983410,2214,1160,4046910,3489,-63500
6,12/05/2017,30.9 (-0.32 %),1193,2918860,2447,1059,2841680,2683,77180
7,11/05/2017,31 (4.20 %),1027,3892990,3791,903,3438970,3808,454020
8,10/05/2017,29.75 (4.02 %),1282,5099840,3978,1348,3894710,2889,1205130
9,09/05/2017,28.6 (0.18 %),1174,3474990,2960,995,2874690,2889,600300
10,08/05/2017,28.55 (1.96 %),1238,4176670,3374,1374,4405520,3206,-228850
11,05/05/2017,28 (3.70 %),1314,3220690,2451,959,3234720,3373,-14030
12,04/05/2017,27 (-2.17 %),1340,3099870,2313,1087,3618040,3328,-518170
13,03/05/2017,27.6 (6.98 %),1765,7477730,4237,1456,5119400,3516,2358330
14,28/04/2017,25.8 (0.98 %),493,1477530,2997,597,1614320,2704,-136790
15,27/04/2017,25.55 (0.59 %),438,1130430,2581,656,1947210,2968,-816780
16,26/04/2017,25.4 (1.60 %),551,1649320,2993,713,2022190,2836,-372870
17,25/04/2017,25 (0.00 %),316,806930,2554,423,1296360,3065,-489430
18,24/04/2017,25 (0.60 %),380,1009350,2656,470,1182870,2517,-173520
19,21/04/2017,24.85 (-0.60 %),431,1214670,2818,476,1377580,2894,-162910
20,20/04/2017,25 (0.00 %),363,1878030,5174,488,1319630,2704,558400
1,19/04/2017,25 (0.00 %),380,1178970,3103,473,1375330,2908,-196360
2,18/04/2017,25 (2.88 %),672,2354820,3504,638,1899240,2977,455580
3,17/04/2017,24.3 (-4.14 %),738,2319930,3144,780,2718350,3485,-398420
4,14/04/2017,25.35 (-0.20 %),938,3377590,3601,717,2983830,4162,393760
5,13/04/2017,25.4 (-2.31 %),957,2535240,2649,1159,4073750,3515,-1538510
6,12/04/2017,26 (1.96 %),1301,4624200,3554,1359,4434770,3263,189430
7,11/04/2017,25.5 (-0.78 %),1067,2883120,2702,1086,3908410,3599,-1025290
8,10/04/2017,25.7 (1.38 %),985,2715700,2757,1011,3231920,3197,-516220
9,07/04/2017,25.35 (1.00 %),1053,3387750,3217,1048,4015970,3832,-628220
10,05/04/2017,25.1 (1.21 %),1310,3614210,2759,1392,4582360,3292,-968150
11,04/04/2017,24.8 (2.48 %),651,1921050,2951,800,1779920,2225,141130
12,03/04/2017,24.2 (-1.22 %),478,837390,1752,465,1279800,2752,-442410
13,31/03/2017,24.5 (0.62 %),466,1091550,2342,794,1549800,1952,-458250
14,30/03/2017,24.35 (1.46 %),629,2061320,3277,734,2245110,3059,-183790
15,29/03/2017,24 (1.05 %),540,1521020,2817,678,1812900,2674,-291880
16,28/03/2017,23.75 (0.21 %),543,1201210,2212,621,1377070,2218,-175860
17,27/03/2017,23.7 (-1.66 %),909,1533570,1687,627,1958620,3124,-425050
18,24/03/2017,24.1 (-0.62 %),496,927130,1869,526,1358760,2583,-431630
19,23/03/2017,24.25 (0.00 %),588,1096040,1864,410,1123890,2741,-27850
20,22/03/2017,24.25 (0.00 %),610,1767560,2898,690,2277280,3300,-509720
1,21/03/2017,24.25 (-2.02 %),1196,1824070,1525,605,1941300,3209,-117230
2,20/03/2017,24.75 (0.00 %),460,676140,1470,491,866340,1764,-190200
3,17/03/2017,24.75 (2.06 %),622,2065240,3320,694,1486890,2142,578350
4,16/03/2017,24.25 (0.21 %),1107,2176720,1966,662,2027630,3063,149090
5,15/03/2017,24.2 (-1.63 %),1155,2453360,2124,565,1875150,3319,578210
6,14/03/2017,24.6 (0.61 %),763,2104940,2759,582,1565660,2690,539280
7,13/03/2017,24.45 (-2.40 %),1109,3203320,2888,510,2264350,4440,938970
8,10/03/2017,25.05 (-1.38 %),529,1013210,1915,444,1019360,2296,-6150
9,09/03/2017,25.4 (1.60 %),1420,2760090,1944,720,2276440,3162,483650
10,08/03/2017,25 (-3.29 %),1461,2215620,1517,563,2701350,4798,-485730
11,07/03/2017,25.85 (0.19 %),659,2080760,3157,517,1660030,3211,420730
12,06/03/2017,25.8 (0.98 %),1017,2682730,2638,708,2717050,3838,-34320
13,03/03/2017,26.55 (1.92 %),830,3157510,3804,1023,2690310,2630,467200
14,02/03/2017,26.05 (3.37 %),842,2503330,2973,654,1678690,2567,824640
15,01/03/2017,25.2 (0.80 %),852,2817610,3307,499,1622510,3252,1195100
16,28/02/2017,25 (-3.10 %),980,2051700,2094,601,1956090,3255,95610
17,27/02/2017,25.8 (-1.71 %),659,1574000,2388,452,1335140,2954,238860
18,24/02/2017,26.25 (-0.94 %),629,1421650,2260,580,1607360,2771,-185710
19,23/02/2017,26.5 (0.76 %),801,2470210,3084,738,2600600,3524,-130390
20,22/02/2017,26.3 (-0.75 %),876,2369810,2705,657,2127280,3238,242530
1,21/02/2017,26.5 (-1.12 %),921,1933800,2100,694,2446970,3526,-513170
2,20/02/2017,26.8 (3.08 %),1108,2250900,2031,773,2705870,3500,-454970
3,17/02/2017,26 (3.59 %),985,2499050,2537,602,1730510,2875,768540
4,16/02/2017,25.1 (-3.09 %),1016,1828600,1800,821,2489170,3032,-660570
5,15/02/2017,25.9 (2.78 %),817,2262920,2770,721,1949690,2704,313230
6,14/02/2017,25.2 (2.23 %),924,2238290,2422,785,2651050,3377,-412760
7,13/02/2017,24.65 (4.67 %),825,2083640,2526,721,1922480,2666,161160
8,10/02/2017,23.55 (0.43 %),626,1151010,1839,412,1021070,2478,129940
9,09/02/2017,23.45 (-0.64 %),458,689200,1505,308,788760,2561,-99560
10,08/02/2017,23.6 (-1.26 %),475,1158080,2438,389,1374020,3532,-215940
11,07/02/2017,23.9 (0.84 %),916,2099740,2292,759,1837190,2421,262550
12,06/02/2017,23.7 (1.50 %),763,1344040,1762,603,1651460,2739,-307420
13,03/02/2017,23.35 (-0.21 %),731,1747200,2390,640,2029780,3172,-282580
14,02/02/2017,23.4 (6.85 %),736,2134550,2900,434,1274490,2937,860060
15,25/01/2017,21.9 (0.46 %),872,1838260,2108,539,1646620,3055,191640
16,24/01/2017,21.8 (-3.75 %),814,1512660,1858,419,1552810,3706,-40150
17,23/01/2017,22.65 (-0.22 %),357,804320,2253,443,1093160,2468,-288840
18,20/01/2017,22.7 (-4.22 %),827,1625980,1966,715,2211480,3093,-585500
19,19/01/2017,23.7 (1.94 %),511,1423580,2786,604,1663150,2754,-239570
20,18/01/2017,23.25 (-7.00 %),1276,2860480,2242,773,4445440,5751,-1584960
1,17/01/2017,25 (6.38 %),463,1370710,2960,342,1068180,3123,302530
2,16/01/2017,23.5 (-5.24 %),471,1040590,2209,304,1354640,4456,-314050
3,13/01/2017,24.8 (-1.59 %),903,2506400,2776,563,2176740,3866,329660
4,12/01/2017,25.2 (1.00 %),607,1477600,2434,407,1206990,2966,270610
5,11/01/2017,24.95 (-0.99 %),646,1424930,2206,370,1099300,2971,325630
6,10/01/2017,25.2 (-3.08 %),794,1759510,2216,428,1331820,3112,427690
7,09/01/2017,26 (6.12 %),436,1379360,3164,267,919730,3445,459630
8,06/01/2017,24.5 (-3.54 %),660,1290960,1956,225,995550,4425,295410
9,05/01/2017,25.4 (2.01 %),574,1421540,2477,273,1170860,4289,250680
10,04/01/2017,24.9 (1.22 %),462,950570,2058,255,821090,3220,129480
11,03/01/2017,24.6 (5.13 %),478,917640,1920,314,793570,2527,124070
12,30/12/2016,23.4 (5.17 %),317,672560,2122,152,416460,2740,256100
13,29/12/2016,22.25 (-3.26 %),123,122470,996,95,244910,2578,-122440
14,28/12/2016,23 (-1.71 %),119,199110,1673,77,172610,2242,26500
15,27/12/2016,23.4 (-0.43 %),108,172750,1600,67,194830,2908,-22080
16,26/12/2016,23.5 (-2.08 %),92,123830,1346,48,184530,3844,-60700
